t,x,v
5.332904516026066,0.406624100044751,0.8758270499248015
5.340704543131939,0.3344989068445828,0.6766446931566887
5.360619559328521,0.3460334890151602,0.7570384243497971
5.436314241202159,0.43500866809062533,0.4343726472983651
5.470561406407232,0.49100599401553224,0.3080866616777142
5.5113613736203835,0.41855533538533074,0.287165031636223
5.53298382546269,0.46995273850506075,0.39101877179461425
5.5411277128103915,0.4873988245927747,0.38035291423585366
5.703211682844591,0.51109396727178,-0.06280190159423196
5.72166684947262,0.48725655597384504,-0.08348792648525687
5.788403785224172,0.44905671342810566,-0.255490101530625
5.803544566630591,0.4251915201296962,-0.41049096328667334
5.816240950832001,0.45821831923806966,-0.3236433140538318
5.823907495207105,0.407719912260573,-0.30060510791772527
5.835023968352034,0.3272770129949932,-0.3282702121248656
5.840899110352591,0.4628944971353712,-0.29418266955872596
5.919352116921971,0.4432203279772982,-0.49302921038643893
5.961136623578491,0.28372192869626045,-0.6005161678476958
6.0318210005120845,0.2905804962411692,-0.6262827610587149
6.072643762280595,0.3263343766023929,-0.7913001865393485
6.114101324851224,0.35185978917970817,-0.9238231723333247
6.1175348109454255,0.26526126198507605,-0.8508585749882942
6.16034934186611,0.19799304759815697,-0.9468374250477903
6.174503434950381,0.20804316660770186,-0.9489721293003988
6.175591033324594,0.2711286507768826,-0.8934987658909413
6.205547500836033,0.16146814391209138,-0.9789062992034375
6.294007531366121,0.07456864925907503,-0.9528765628717918
6.304128777194408,0.07825619843661241,-1.1212048984018668
6.373998427120726,-0.005256684901931284,-0.8893142923584223
6.499216794558023,-0.0715097133013651,-0.842577906520254
6.5300136174668895,-0.035305189787367866,-0.9025695155236847
6.675299570401925,-0.19600595489255812,-0.5781399231971043
6.758514431140099,-0.2686322899669524,-0.4266098930754476
6.77836322070666,-0.280382209639916,-0.6647151214429267
6.779538594393256,-0.3332321331780299,-0.5734562238630277
6.9190985880552995,-0.28523986710434635,-0.33985080167802406
7.031405240915577,-0.342790964090127,-0.1621520745399468
7.117662787324605,-0.3461179944271764,0.1714384251807009
7.228556642353925,-0.18833604699282194,0.2369667121720762
7.290182013428079,-0.28870570567455134,0.3158632280343581
7.42701491986527,-0.2733708632474194,0.2896730982522382
7.43929674167369,-0.25375441248457714,0.5805252098430332
7.506634848488434,-0.15249689799213612,0.43751068704551443
7.5300249200636316,-0.18156540765041607,0.5908292998537397
7.579983307651264,-0.21542971980861036,0.6417158120953727
7.606472436067866,-0.10213717376025662,0.7677737762644927
7.652097892904507,-0.1385927951073209,0.4995319190374101
7.710151175286677,0.0032209539529906156,0.32660110006553333
7.801305536980819,0.029299150347038606,0.6563371104557536
7.824788185417571,-0.018600942043642453,0.8208721949755057
7.850986923449171,0.06886811404510315,0.7521969339022598
7.89321455082014,0.044874034580315164,0.6242532840234453
7.912812145290339,0.08885451744645338,0.5395177533392478
7.9281524310173195,0.08273519496734037,0.6679610446339578
7.99661594641142,0.06636258238676494,0.4322992395544194
8.07227137754223,0.11280113672270718,0.5210245300860223
8.135636207763591,0.20943161851222836,0.46144904828750355
8.22804856967112,0.18635567414844526,0.4182694678350171
8.32692940964565,0.2080624224328573,0.48028878385920193
8.333100321208862,0.18653921541499374,0.22229079517868483
8.357716097322049,0.24730660559069118,0.09681161791643865
8.56565680015299,0.3197663806502531,-0.10071313817240508
8.606855076034357,0.18607109892652374,-0.33061153944981303
8.616729601258289,0.22948180880658794,-0.2275181870360075
8.740300578891,0.2598225785735114,-0.3177167977446941
8.782763580320326,0.18608462896991065,-0.36525043447102273
8.844137081494196,0.18754150690725468,-0.33853253666341654
8.85996341577531,0.11956614300688814,-0.45194070984568013
8.861451667707986,0.18030905563351868,-0.2472499433470553
8.89512889297699,0.14234582701002935,-0.3858439297267394
9.039127799010643,0.13032174676017264,-0.4434323835363697
9.043419355710245,0.13671278605466078,-0.47811627312895383
9.06920798436888,0.1828524894699053,-0.4318318094440074
9.101164878281107,0.08581927207355494,-0.3648264527809299
9.181252870377751,0.03908389311076164,-0.5433352289776563
9.264777613311653,-0.003482420592993871,-0.5055894270011797
9.382168475068788,-0.07471728429793782,-0.42232249594300975
9.409245726022553,-0.056657554641993534,-0.5185278241656133
9.420529540806767,-0.08692726960991382,-0.4566008979379597
9.528198821423597,-0.10416898238395061,-0.3517888165957785
9.640727176591685,-0.08613129432668346,-0.12312314258621009
9.653202791392923,-0.18430960701003163,-0.17771724968593838
9.733752052163704,-0.1098964186473109,-0.11754773786018695
9.756038974468543,-0.105466977908449,-0.02892833679899061
9.78641255405136,-0.16768028988390293,-0.10738636360245843
9.885712588583294,-0.2550688911557063,0.03345628447666771
9.886539004376532,-0.1928280950305777,-0.01808417466317337
9.938354700222591,-0.11378309618892384,0.06401244544431019
10.016748221317528,-0.16278876477240653,0.036271325974239245
10.272913047557417,-0.15582004904280977,-0.0022657793198065934
10.3170894309626,-0.12377211659035064,0.25981617835835913
10.350471992443852,-0.05910933423096254,0.43632654098787793
10.43992946730611,-0.0445209121613902,0.4064813552042179
10.557093836228793,-0.03987897290862446,0.420570905559468
10.557455398736302,-0.045021703193949374,0.44921160477039707
10.613471403535963,-0.028266501386101983,0.32476761990959513
10.749049519850526,-0.008789001189660351,0.30971108292690924
10.808237039623473,0.11210045777462732,0.20414044388408864
10.809654650347758,0.032819215568009985,0.23553243903248378
10.853289068143566,0.10748327279160919,0.3171548202467807
10.88180429965406,0.12699442600373112,0.3671787224278668
10.899288706191731,0.10961198583860766,0.21716016556529477
10.909275399580382,0.053114827886695706,0.17964920959312464
11.008173569471333,0.10747912212112978,0.17704282711471103
11.032468362151828,0.09401919459522566,0.22721790016725313
11.069689937415712,0.06355752406500025,-0.010254726796802699
11.094671815220332,0.11743300088904549,-0.11492702256680296
11.149863002185539,0.06180156895043124,0.037049064958416436
11.158968137327044,0.15994797968173163,-0.03932617558714277
11.168878693938634,0.0928829195918105,0.03010882787906584
11.353620511798484,0.12550503703644336,-0.04180886529296646
11.355832662956459,0.12882570695438048,-0.07539944229603593
11.602765099596677,0.08372291206286045,0.0038934434846463195
11.743639506057601,0.0939155223360884,-0.16111814464424373
11.795776530743689,0.03974984303429324,-0.1754566962934948
11.835752936821892,0.08666203212123563,-0.14819216468962582
11.842682771967272,-0.005983147297374841,-0.33550533897711576
11.857564551152942,0.051333058603145104,-0.10700582358619672
11.903975183424421,0.11566578001058427,-0.2294090688446542
11.954349513651751,-0.016395529901260617,-0.15249908825992348
11.960177500611975,-0.0044365099787367565,-0.33690068058293293
11.991340842779687,0.03758983888578615,-0.3875258567902409
12.242552015153436,-0.02851760516874463,-0.09710284485398803
12.242766254959154,-0.021524922690296426,-0.1437575982387853
12.31598892102775,-0.02850426960411019,-0.25717255668816824
12.332668888908112,-0.025172365523417364,-0.24824606815105849
12.41109820336342,-0.01683202957197298,-0.009189827238601622
12.438258754421208,-0.0489512050655381,-0.24374321792596754
12.456953308427186,-0.07785508373791061,0.06323302284213522
12.596861772221919,-0.051744027975371934,-0.14812199733537085
12.656145784149157,-0.0036738302404037,0.03984473242547717
12.755867151250895,-0.08792865099909664,-0.020970954181086708
12.758086095408677,-0.12250744219165709,0.0785211507447367
12.785892657423396,-0.03637120205415362,-0.031720652237392316
12.862778537589808,-0.08370482503177286,0.03800400873614087
12.917609432740344,-0.16450933500013773,0.07888842921061978
12.924252375092403,-0.03984258960047459,-0.0292486497033361
12.926670284012674,-0.09650536575329047,0.15598979479501904
12.99027152948006,-0.07261368946462078,0.0433132802079537
13.085251003376811,-0.04472157755603545,0.09848142762743949
13.130463790054977,-0.0447637197805299,0.027132781885340948
13.184408055106388,-0.01602198239718762,-0.12925635305877572
13.232878883094868,-0.056049985071073186,0.12824152291295632
13.24775631015377,-0.014832005452969851,0.40538238291575435
13.347262189254218,-0.03127906489793318,0.23953520532073386
13.355268363608403,0.01101921517983168,0.15464585036791156
13.466458397058615,0.023302989799555786,0.1260780549331115
13.508042864984546,-0.03411608259987259,0.15285772066876002
13.607314080378776,0.06335670285981722,0.19544400877856005
13.688066718836982,0.007204609051062523,-0.0023585273264827428
13.78401169560893,0.07318061742882745,0.21841941835798678
13.79271455937029,0.05592296707876949,0.17401344659547519
13.858922036330789,0.1223230005540069,0.1567874283480841
13.977588503390244,0.04516669744284388,0.09318025387019532
13.981353726278568,0.04016456420597399,0.047747573585201764
14.12279467434728,0.057229883041261004,0.07496705800157909
14.176888059505382,0.04534298274295047,0.05082360419648156
14.20007189841868,0.09033880392303784,-0.05575858638096667
14.230376839857279,-0.00968472740817241,-0.08730293427843946
14.244860511011321,0.013030072482155756,-0.019722237495401716
14.311109185559882,0.00985006202585409,0.11643261650285322
14.329405047921322,0.09190983247136394,-0.18300063121324434
14.410611926248409,0.11820246192142217,-0.22520066609414296
14.500460103933154,0.03653358326689089,-0.0689560917009079
14.507314547216476,0.033293095859374705,-0.08210140692547845
14.546007397712085,0.03961575593006955,-0.07483819123769751
14.627630704963169,0.07648774061849233,-0.0767266796655732
14.63111657732164,-0.009763549626106666,-0.12646786415060635
14.666314744539742,0.03448752182061531,0.051960723209023854
14.676285259142881,0.06372220055091235,-0.2757451566012724
14.720036112875112,0.03952222386415773,-0.19631508073238702
14.756055082566956,0.022777978597153876,-0.12066887877342947
14.832923401316824,0.04768099723537234,-0.2835220549755407
14.854036458838491,-0.10691855633413672,-0.12768005240750988
14.881419120613081,0.029112751888632972,0.06783650607461075
14.988317998936282,-0.03680833787123024,-0.09780944968094613
15.04269686008449,-0.09045535984446676,-0.06953218794711699
15.075742936048046,0.0027866792624214876,-0.22299549132384971
15.09602356887391,0.03645384024762657,-0.1520399567851849
15.176668907933399,-0.032180922213825694,-0.11384810904390952
15.298085600540475,0.00496417316997616,-0.08535656944094253
15.315489907021508,0.031204920507929702,0.08732113048351786
15.381356042817794,0.016243262456526728,0.024118871747690285
15.417402657443752,0.028484490617241058,-0.14500882321702888
15.448272488115835,-0.009171856237150174,0.0051212710991307905
15.449304689421737,-0.03660150764663725,0.031970894529910976
15.450115469299249,-0.10557868818061933,0.10006211360545411
15.51458828797918,-0.050729030457758235,0.16008381801596172
15.53168530697176,-0.07537341850416601,-0.11103228382433848
15.549118532764508,0.048510697371683224,-0.08585127111172293
15.557232798654523,-0.04796684371779682,-0.13146641851365645
15.618948261929646,-0.035195460247634404,-0.01087794137940639
15.62012285517419,-0.01757096770884214,0.0634561817279398
15.660405899102352,-0.037729353703730664,0.1262579052163242
15.66437499576001,0.03025283962906849,0.014491536889901345
15.705597706509698,-0.06394892333493711,-0.0038381478966249896
15.712073089062576,-0.03015125441937357,0.04719984767188578
15.933782510949209,-0.05796169756826576,-0.02559081008232178
15.957387388540868,-0.08019562712051156,0.2862690880270186
15.994622547227804,-0.04858548787690634,-0.10157355347595069
16.075931711216267,-0.019145858395061267,0.09354625965432671
16.078827108255172,-0.03505845409567206,0.28826358496333465
16.11830580385309,-0.04291474580695292,0.07653188030178705
16.12161254444029,-0.07201320819751683,0.055811584310762594
16.134569218783195,-0.016627559962028103,0.03849206260334297
16.175979748563446,-0.07189405977133145,0.05803819963471689
16.201225203785068,0.023164750486587112,0.2225475830020203
16.23295096196745,-0.002242032994397481,-0.1568935874113559
16.244104911137896,-0.06469391465348454,0.23925118971505638
16.27415888781899,-0.015176909999969675,-0.07428292989878651
16.439434325985562,-0.021370701804192635,0.03914702758795213
16.463170762152856,0.02424967546809572,0.019928811234804333
16.468874200039846,0.06660853474528916,0.1271162775022434
16.53471982967349,-0.06153081148157203,-0.11074895570582448
16.537463574924814,0.020450307523666826,0.10695697960197473
16.60102985619644,0.012596069631500116,0.2649504460911182
16.62856189202407,0.04812897902461563,-0.09688900077058596
16.641017731054795,0.029871545931288043,0.06582963071022846
16.67202777320084,-0.008454602427701005,-0.028351007767523397
16.7114266588017,0.010879151329881232,0.08140032944434991
16.728941906323332,-0.008114173746611674,0.0359263557361974
16.782387467753686,0.07045808481314622,-0.04158480278988292
16.855296331529125,0.02863313038036408,0.06727668689370786
16.897521009961167,0.10645235277746484,0.20038388252458347
16.97921729717161,0.02608733338517514,-0.0225219718785717
17.00220332771557,-0.000635545240003435,0.07060216867251788
17.012878315838112,-0.033811209895364236,-0.14387934607209305
17.123433382870928,-0.047317131579669526,-0.1227750943848261
17.128475230854686,-0.038422692062619945,0.027788207240064002
17.17016308631499,0.036654885581287135,0.12988976765827406
17.29219572788549,0.04248227467960437,-0.0019642879501471505
17.31364266933573,-0.04430667158171009,-0.07454903701564328
17.31867099520019,0.05728740881622567,-0.0419160321424041
17.389813944860347,-0.002535944582956126,-0.17929552231302426
17.395248225008068,0.023101828175166518,0.01663551444776555
17.407817105116468,0.08274899297341794,0.0452764383808839
17.445859000074737,0.05146873288879346,-0.09793312994082284
17.46200940157536,0.0027426558762443723,-0.10056870632396445
17.567331189755222,-0.028399049600464944,-0.025738276664680648
17.569924654694038,-0.08036537849870616,-0.10011608342369183
17.67420626278587,-0.02711301227627512,-0.06083833112387701
17.709408788238107,-0.008112171496041303,0.16900100541508836
17.839071172354405,-0.046619699829782285,-0.07419206852257523
17.859690383812108,-0.012409506810740172,-0.08480488524348884
17.920399621483565,-0.006584025692419486,-0.11148353652416915
17.941675432652765,-0.019885497531054445,0.037309496157744745
17.972210303901843,-0.03859442440940963,-0.0582728991746469
18.018123325874456,-0.006649736465032679,-0.10402728087357546
18.06972739547611,0.002877939205355416,0.10907168343039116
18.127010369954203,-0.06172639553911219,0.1248923826872664
18.18019367736619,0.039901391214302376,-0.08358283336517178
18.18466947480192,-0.02224560591689214,-0.21709879986213496
18.193563283777106,-0.017587548861916102,0.08790050220235836
18.265277698738572,0.009677386986002397,-0.08381044108417568
18.33547432404068,-0.01039431130888802,0.07949202811829828
18.35637905455959,0.01913766047831047,-0.2104922276384888
18.37753304852727,-0.00826470622078681,0.09454258534872519
18.475897185534173,-0.04476551116482089,-0.11849857954827879
18.534916231325923,-0.003997866085456856,0.09229265130402114
18.604330829802493,-0.06463820580525308,0.02219746045012212
18.749189183875185,-0.009413494512330797,-0.0706343787550737
18.76151159386157,-0.014864840790177069,-0.012113512785854322
18.864122268077175,-0.018636035943794416,0.1079400659541898
18.952727360240782,-0.012129056682164633,0.04866904425203177
19.00295922202214,-0.08231426298317435,0.09983185780803656
19.033593125923325,-0.026341636787079906,0.24720431150310096
19.043140191054015,0.0003979460348041597,-0.12744331906045803
19.116537644515358,0.005929648244403606,0.2085312169420017
19.127553538924996,-0.04248059487482747,0.048274903531731396
19.1590124587612,0.0529666686515784,-0.05850337702140506
19.21132708027505,-0.03279865075032604,-0.10559426333451698
19.250050243940926,0.044006101130105224,0.01381331517130164
19.254380468832377,0.02185860673644223,0.1311772043779377
19.285816480161934,-0.021231871583759655,0.018887083034191558
19.32447489350473,0.07954169107287858,0.1905194675944666
19.34369912630641,-0.04193716608217886,-0.1238694217588297
19.344474589739345,0.044946524673049146,0.028360009689691938
19.36098503033134,0.04877697288909925,-0.10372626716535095
19.381698494699815,-0.019344649360389078,0.06615024838630743
19.4047616798458,0.06609529482855044,0.12021888475462404
19.517378045136375,0.001148310905270197,-0.025186286156300943
19.62559495503163,0.024984533108546474,-0.2637433151852087
19.643278534479126,0.024016111450768114,0.031588881945668036
19.64534895273294,0.00781376367053901,0.05660039633351863
19.6570607952778,0.04678646305522804,0.052324159836465496
19.785714482328018,0.046708941940761056,0.13106246800216143
19.8028995458933,-0.05780315504278758,-0.11422954998460505
19.8683295009889,0.06749861648730288,0.06659532706147597
19.921726545577158,-0.05485584021418176,0.11733518761887231
